,Unnamed: 0,LengthJumper,MetricPatternJumper,LengthDataset,MetricPatternDataset
372,372,14,"[3, 6, 11, 13]",14,"[3, 6, 11, 13]"
373,373,14,"[1, 3, 6, 10, 13]",14,"[1, 3, 6, 10, 13]"
374,374,14,"[1, 4, 5, 6, 10, 13]",14,"[1, 4, 5, 6, 10, 13]"
375,375,14,"[1, 4, 6, 9, 10, 12, 13]",14,"[1, 4, 6, 9, 10, 12, 13]"
376,376,14,"[1, 3, 6, 9, 10, 13]",14,"[1, 3, 6, 9, 10, 13]"
377,377,14,"[1, 2, 6, 8, 10, 12, 13]",14,"[1, 2, 6, 8, 10, 13]"
378,378,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
379,379,14,"[3, 4, 6, 10, 11, 13]",14,"[3, 4, 6, 10, 11, 13]"
380,380,14,"[2, 3, 6, 9, 10, 13]",14,"[2, 3, 6, 9, 11, 13]"
381,381,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
382,382,14,"[2, 3, 4, 6, 8, 10, 13]",14,"[2, 4, 6, 8, 10, 13]"
383,383,14,"[2, 3, 6, 9, 13]",14,"[2, 3, 6, 9, 13]"
384,384,14,"[3, 6, 8, 10, 11, 13]",14,"[3, 6, 8, 10, 13]"
385,385,14,"[2, 4, 6, 8, 11, 13]",14,"[2, 4, 6, 8, 11, 13]"
386,386,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
387,387,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
388,388,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
389,389,14,"[2, 6, 9, 11, 13]",14,"[2, 6, 8, 10, 13]"
390,390,14,"[2, 6, 8, 11, 13]",14,"[2, 6, 8, 11, 13]"
391,391,14,"[4, 6, 9, 11, 13]",14,"[4, 6, 9, 11, 13]"
392,392,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
393,393,14,"[1, 2, 6, 10, 13]",14,"[1, 2, 6, 10, 13]"
394,394,14,"[2, 4, 6, 8, 11, 13]",14,"[2, 4, 6, 8, 11, 13]"
395,395,14,"[3, 6, 9, 13]",14,"[2, 6, 9, 13]"
396,396,14,"[3, 6, 9, 11, 13]",14,"[3, 6, 9, 11, 13]"
397,397,14,"[3, 4, 6, 9, 13]",14,"[3, 4, 6, 9, 13]"
398,398,14,"[2, 3, 5, 8, 13]",14,"[2, 3, 4, 6, 9, 13]"
399,399,14,"[1, 4, 6, 10, 13]",14,"[1, 4, 6, 10, 13]"
400,400,14,"[3, 6, 9, 13]",14,"[3, 6, 9, 13]"
401,401,14,"[2, 3, 6, 9, 13]",14,"[2, 3, 6, 9, 13]"
402,402,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
403,403,14,"[1, 6, 11, 13]",14,"[1, 6, 11, 13]"
404,404,14,"[1, 2, 6, 9, 13]",14,"[1, 2, 6, 9, 13]"
405,405,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
406,406,14,"[4, 6, 9, 10, 13]",14,"[4, 6, 9, 10, 13]"
407,407,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
408,408,14,"[2, 6, 11, 13]",14,"[2, 6, 11, 13]"
409,409,14,"[2, 4, 6, 10, 13]",14,"[2, 6, 10, 13]"
410,410,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
411,411,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
412,412,14,"[2, 3, 5, 6, 9, 13]",14,"[2, 3, 5, 6, 9, 13]"
413,413,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
414,414,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
415,415,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
416,416,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
417,417,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
418,418,14,"[1, 4, 6, 9, 13]",14,"[4, 6, 9, 13]"
419,419,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
420,420,14,"[1, 4, 6, 9, 11, 13]",14,"[1, 4, 6, 9, 11, 13]"
421,421,14,"[4, 6, 10, 11, 12, 13]",14,"[4, 6, 10, 11, 12, 13]"
422,422,14,"[1, 4, 6, 10, 13]",14,"[1, 4, 6, 9, 13]"
423,423,14,"[4, 6, 8, 9, 11, 13]",14,"[4, 6, 8, 9, 11, 13]"
424,424,14,"[3, 6, 9, 11, 13]",14,"[1, 3, 6, 9, 11, 13]"
425,425,14,"[1, 3, 6, 11, 13]",14,"[1, 3, 6, 8, 11, 13]"
426,426,14,"[3, 6, 9, 13]",14,"[3, 6, 9, 13]"
427,427,14,"[1, 2, 4, 6, 8, 9, 11, 13]",14,"[1, 2, 4, 6, 8, 9, 11, 13]"
428,428,14,"[2, 3, 6, 11, 13]",14,"[2, 3, 6, 11, 13]"
429,429,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
430,430,14,"[1, 2, 6, 9, 13]",14,"[2, 6, 9, 13]"
431,431,14,"[2, 6, 11, 13]",14,"[2, 6, 11, 13]"
432,432,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
433,433,14,"[1, 3, 6, 8, 9, 10, 13]",14,"[1, 3, 6, 8, 9, 10, 13]"
434,434,14,"[1, 2, 3, 6, 8, 9, 10, 13]",14,"[1, 2, 3, 6, 8, 9, 10, 13]"
435,435,14,"[1, 4, 6, 10, 13]",14,"[1, 4, 6, 10, 13]"
436,436,14,"[1, 3, 6, 8, 10, 13]",14,"[1, 3, 4, 6, 8, 10, 11, 13]"
437,437,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
438,438,14,"[1, 2, 6, 9, 13]",14,"[1, 2, 6, 9, 13]"
439,439,14,"[1, 3, 6, 8, 11, 13]",14,"[1, 3, 6, 8, 11, 13]"
440,440,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
441,441,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
442,442,14,"[1, 2, 5, 7, 8, 13]",14,"[1, 2, 3, 6, 8, 9, 13]"
443,443,14,"[3, 5, 6, 10, 12, 13]",14,"[3, 5, 6, 10, 12, 13]"
444,444,14,"[1, 6, 8, 11, 13]",14,"[1, 6, 8, 11, 13]"
445,445,14,"[1, 2, 5, 6, 9, 13]",14,"[1, 2, 3, 5, 6, 9, 13]"
446,446,14,"[2, 3, 6, 9, 10, 13]",14,"[2, 3, 6, 9, 10, 13]"
447,447,14,"[4, 6, 9, 13]",14,"[4, 6, 9, 13]"
448,448,14,"[1, 3, 6, 9, 13]",14,"[1, 3, 6, 9, 13]"
449,449,14,"[1, 2, 6, 8, 10, 12, 13]",14,"[1, 2, 3, 6, 8, 10, 12, 13]"
450,450,14,"[2, 3, 6, 11, 13]",14,"[2, 3, 6, 11, 13]"
451,451,14,"[2, 6, 8, 9, 13]",14,"[2, 6, 8, 9, 11, 13]"
452,452,14,"[1, 4, 6, 10, 13]",14,"[1, 4, 6, 10, 13]"
453,453,14,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 13]",14,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 13]"
454,454,14,"[4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
455,455,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
456,456,14,"[4, 6, 9, 10, 13]",14,"[4, 6, 9, 10, 13]"
457,457,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
458,458,14,"[3, 6, 9, 11, 13]",14,"[3, 6, 9, 11, 13]"
459,459,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
460,460,14,"[3, 6, 9, 11, 13]",14,"[3, 6, 9, 11, 13]"
461,461,14,"[4, 5, 6, 10, 13]",14,"[4, 5, 6, 10, 13]"
462,462,14,"[4, 6, 8, 11, 13]",14,"[4, 6, 8, 11, 13]"
463,463,14,"[4, 6, 11, 13]",14,"[4, 6, 11, 13]"
464,464,14,"[3, 6, 9, 13]",14,"[3, 6, 9, 13]"
465,465,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
466,466,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
467,467,14,"[3, 6, 9, 11, 13]",14,"[3, 6, 9, 11, 13]"
468,468,14,"[2, 4, 6, 9, 11, 13]",14,"[2, 4, 6, 9, 11, 13]"
469,469,14,"[2, 6, 8, 9, 11, 13]",14,"[2, 6, 9, 11, 13]"
470,470,14,"[3, 6, 11, 13]",14,"[3, 6, 11, 13]"
471,471,14,"[3, 6, 11, 13]",14,"[3, 6, 11, 13]"
472,472,14,"[2, 4, 6, 10, 13]",14,"[2, 4, 6, 10, 13]"
473,473,14,"[2, 4, 6, 9, 11, 13]",14,"[2, 4, 6, 9, 11, 13]"
474,474,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
475,475,14,"[2, 5, 6, 11, 13]",14,"[2, 5, 6, 9, 11, 13]"
476,476,14,"[3, 6, 9, 10, 13]",14,"[3, 6, 10, 13]"
477,477,14,"[3, 4, 6, 11, 13]",14,"[3, 4, 6, 11, 13]"
478,478,14,"[1, 4, 6, 11, 13]",14,"[1, 4, 6, 11, 13]"
479,479,14,"[2, 4, 6, 10, 13]",14,"[2, 4, 6, 10, 13]"
480,480,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
481,481,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
482,482,14,"[2, 4, 6, 9, 11, 13]",14,"[2, 4, 6, 9, 11, 13]"
483,483,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
484,484,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
485,485,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
486,486,14,"[4, 6, 10, 13]",14,"[2, 4, 6, 10, 13]"
487,487,14,"[3, 4, 6, 10, 13]",14,"[3, 4, 6, 10, 13]"
488,488,14,"[3, 6, 10, 12, 13]",14,"[3, 6, 10, 12, 13]"
489,489,14,"[2, 4, 6, 10, 13]",14,"[2, 4, 6, 10, 13]"
490,490,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
491,491,11,"[2, 6, 10]",11,"[2, 6, 10]"
492,492,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
493,493,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
494,494,11,"[1, 6, 7, 10]",11,"[1, 6, 7, 10]"
495,495,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
496,496,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
497,497,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
498,498,11,"[2, 6, 10]",11,"[2, 6, 10]"
499,499,11,"[1, 2, 6, 10]",11,"[1, 2, 6, 10]"
500,500,11,"[1, 4, 6, 10]",11,"[1, 2, 4, 6, 10]"
501,501,11,"[2, 4, 6, 7, 10]",11,"[2, 4, 6, 7, 10]"
502,502,11,"[3, 6, 10]",11,"[3, 6, 10]"
503,503,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
504,504,11,"[1, 4, 6, 7, 10]",11,"[1, 4, 6, 7, 10]"
505,505,14,"[2, 4, 6, 8, 10, 13]",14,"[2, 4, 6, 8, 10, 13]"
506,506,14,"[2, 4, 6, 10, 13]",14,"[2, 4, 6, 10, 13]"
507,507,14,"[1, 6, 10, 13]",14,"[1, 6, 10, 13]"
508,508,14,"[2, 3, 4, 6, 9, 10, 11, 13]",14,"[2, 3, 4, 6, 9, 11, 13]"
509,509,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
510,510,14,"[3, 6, 9, 13]",14,"[3, 6, 9, 13]"
511,511,14,"[1, 6, 9, 11, 13]",14,"[1, 6, 9, 11, 13]"
512,512,14,"[1, 3, 6, 8, 11, 13]",14,"[1, 3, 6, 8, 11, 13]"
513,513,14,"[1, 3, 6, 11, 13]",14,"[1, 3, 6, 11, 13]"
514,514,14,"[1, 2, 4, 6, 9, 13]",14,"[1, 2, 4, 6, 9, 13]"
515,515,14,"[3, 6, 13]",14,"[3, 6, 13]"
516,516,14,"[1, 3, 6, 11, 13]",14,"[1, 3, 6, 11, 13]"
517,517,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
518,518,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
519,519,14,"[4, 6, 9, 10, 13]",14,"[4, 6, 9, 10, 13]"
520,520,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
521,521,14,"[2, 4, 6, 10, 13]",14,"[2, 4, 6, 10, 13]"
522,522,14,"[3, 6, 11, 13]",14,"[3, 6, 11, 13]"
523,523,14,"[1, 3, 6, 11, 13]",14,"[1, 3, 6, 11, 13]"
524,524,14,"[2, 6, 8, 10, 13]",14,"[2, 6, 8, 9, 13]"
525,525,14,"[4, 6, 11, 13]",14,"[4, 6, 11, 13]"
526,526,14,"[3, 4, 6, 8, 10, 13]",14,"[3, 4, 6, 8, 10, 13]"
527,527,14,"[4, 6, 9, 13]",14,"[4, 6, 9, 13]"
528,528,14,"[1, 3, 5, 9, 10, 13]",14,"[1, 3, 6, 9, 10, 13]"
529,529,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
530,530,14,"[2, 4, 6, 8, 10, 13]",14,"[2, 4, 6, 8, 10, 13]"
531,531,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
532,532,14,"[1, 3, 6, 11, 13]",14,"[1, 3, 6, 11, 13]"
533,533,14,"[3, 4, 6, 8, 9, 13]",14,"[3, 4, 6, 8, 9, 13]"
534,534,14,"[4, 6, 10, 13]",14,"[1, 4, 6, 10, 13]"
535,535,14,"[3, 6, 8, 13]",14,"[3, 6, 8, 13]"
536,536,14,"[3, 6, 9, 13]",14,"[1, 3, 6, 9, 13]"
537,537,14,"[4, 6, 9, 13]",14,"[4, 6, 9, 13]"
538,538,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
539,539,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
540,540,14,"[3, 6, 8, 10, 13]",14,"[3, 6, 8, 10, 13]"
541,541,14,"[2, 6, 8, 10, 13]",14,"[2, 6, 8, 10, 13]"
542,542,14,"[3, 6, 9, 13]",14,"[3, 6, 9, 13]"
543,543,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
544,544,14,"[1, 3, 6, 9, 13]",14,"[1, 3, 6, 9, 13]"
545,545,14,"[1, 3, 6, 11, 13]",14,"[1, 3, 6, 9, 11, 13]"
546,546,14,"[2, 6, 8, 9, 13]",14,"[2, 6, 8, 9, 13]"
547,547,14,"[2, 5, 6, 9, 13]",14,"[2, 6, 9, 13]"
548,548,11,"[3, 6, 10]",11,"[3, 6, 10]"
549,549,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
550,550,11,"[3, 6, 10]",11,"[3, 6, 10]"
551,551,11,"[4, 6, 10]",11,"[4, 6, 10]"
552,552,11,"[2, 3, 6, 9, 10]",11,"[2, 3, 6, 9, 10]"
553,553,11,"[4, 6, 10]",11,"[4, 6, 10]"
554,554,11,"[3, 6, 10]",11,"[3, 6, 10]"
555,555,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
556,556,11,"[3, 6, 10]",11,"[3, 6, 10]"
557,557,11,"[3, 6, 10]",11,"[3, 6, 10]"
558,558,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
559,559,11,"[1, 3, 4, 6, 8, 10]",11,"[1, 3, 4, 6, 8, 10]"
560,560,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
561,561,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
562,562,14,"[3, 6, 8, 11, 13]",14,"[3, 6, 11, 13]"
563,563,14,"[2, 4, 6, 11, 13]",14,"[2, 4, 6, 9, 11, 13]"
564,564,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
565,565,14,"[1, 2, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
566,566,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
567,567,14,"[2, 6, 11, 13]",14,"[2, 6, 11, 13]"
568,568,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
569,569,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
570,570,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
571,571,14,"[3, 6, 10, 13]",14,"[1, 3, 6, 10, 13]"
572,572,14,"[1, 6, 9, 13]",14,"[1, 6, 9, 13]"
573,573,14,"[1, 3, 6, 10, 13]",14,"[1, 3, 6, 10, 13]"
574,574,14,"[3, 6, 9, 11, 13]",14,"[3, 6, 9, 11, 13]"
575,575,14,"[4, 6, 9, 13]",14,"[1, 4, 6, 9, 11, 13]"
576,576,14,"[1, 4, 6, 10, 11, 13]",14,"[1, 4, 6, 10, 11, 13]"
577,577,14,"[3, 4, 6, 8, 11, 13]",14,"[3, 4, 6, 8, 11, 13]"
578,578,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
579,579,14,"[4, 6, 11, 13]",14,"[4, 6, 11, 13]"
580,580,14,"[1, 2, 6, 10, 11, 13]",14,"[1, 2, 6, 10, 11, 13]"
581,581,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
582,582,14,"[3, 4, 6, 10, 11, 13]",14,"[3, 4, 6, 10, 11, 13]"
583,583,14,"[4, 6, 10, 13]",14,"[3, 6, 10, 13]"
584,584,14,"[1, 3, 6, 8, 13]",14,"[1, 3, 6, 8, 13]"
585,585,14,"[1, 2, 5, 8, 9, 13]",14,"[1, 2, 3, 6, 9, 13]"
586,586,14,"[4, 6, 10, 13]",14,"[2, 6, 10, 13]"
587,587,14,"[1, 3, 6, 8, 10, 13]",14,"[1, 3, 6, 8, 10, 13]"
588,588,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
589,589,14,"[3, 5, 9, 12, 13]",14,"[3, 6, 10, 12, 13]"
590,590,14,"[3, 6, 10, 13]",14,"[3, 6, 9, 10, 13]"
591,591,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
592,592,14,"[1, 3, 6, 8, 10, 13]",14,"[1, 3, 6, 8, 10, 13]"
593,593,14,"[4, 6, 10, 12, 13]",14,"[1, 4, 6, 10, 13]"
594,594,14,"[2, 6, 9, 11, 13]",14,"[2, 6, 9, 11, 13]"
595,595,14,"[3, 4, 5, 6, 9, 10, 13]",14,"[3, 4, 5, 6, 9, 10, 13]"
596,596,14,"[4, 6, 11, 13]",14,"[4, 6, 8, 10, 13]"
597,597,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
598,598,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
599,599,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
600,600,14,"[1, 4, 6, 11, 13]",14,"[1, 4, 6, 11, 13]"
601,601,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
602,602,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
603,603,14,"[2, 6, 10, 11, 13]",14,"[2, 6, 10, 13]"
604,604,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
605,605,14,"[1, 2, 6, 10, 13]",14,"[2, 6, 10, 13]"
606,606,14,"[2, 6, 11, 13]",14,"[2, 6, 11, 13]"
607,607,14,"[3, 6, 8, 9, 13]",14,"[3, 6, 9, 13]"
608,608,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
609,609,14,"[1, 2, 6, 8, 10, 13]",14,"[1, 2, 6, 8, 10, 13]"
610,610,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
611,611,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
612,612,14,"[1, 3, 6, 9, 11, 13]",14,"[3, 6, 9, 11, 13]"
613,613,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
614,614,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
615,615,14,"[3, 6, 8, 10, 13]",14,"[3, 6, 10, 13]"
616,616,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
617,617,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
618,618,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
619,619,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
620,620,14,"[2, 3, 5, 7, 9, 13]",14,"[3, 6, 10, 13]"
621,621,14,"[2, 4, 6, 10, 13]",14,"[4, 6, 10, 13]"
622,622,14,"[1, 4, 6, 11, 13]",14,"[1, 4, 6, 11, 13]"
623,623,14,"[1, 3, 6, 10, 13]",14,"[1, 3, 6, 10, 13]"
624,624,14,"[2, 4, 6, 8, 10, 11, 13]",14,"[2, 4, 6, 8, 13]"
625,625,14,"[3, 6, 11, 13]",14,"[3, 4, 6, 8, 13]"
626,626,13,"[2, 4, 6, 8, 11, 12]",14,"[2, 4, 6, 8, 11, 13]"
627,627,14,"[2, 6, 9, 11, 13]",14,"[2, 6, 11, 13]"
628,628,14,"[1, 6, 10, 13]",14,"[1, 6, 10, 13]"
629,629,14,"[1, 6, 10, 13]",14,"[1, 6, 10, 13]"
630,630,14,"[1, 3, 6, 8, 10, 13]",14,"[1, 2, 6, 8, 9, 13]"
631,631,13,"[1, 3, 5, 6, 8, 10, 12]",14,"[1, 3, 6, 8, 10, 13]"
632,632,14,"[3, 6, 8, 10, 13]",14,"[3, 6, 8, 10, 11, 13]"
633,633,14,"[2, 3, 6, 9, 13]",14,"[2, 3, 6, 9, 11, 13]"
634,634,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
635,635,14,"[2, 6, 8, 10, 13]",14,"[2, 6, 10, 13]"
636,636,14,"[3, 6, 10, 13]",14,"[3, 6, 10, 13]"
637,637,14,"[1, 3, 6, 11, 13]",14,"[1, 3, 6, 11, 13]"
638,638,14,"[1, 3, 6, 9, 13]",14,"[1, 3, 6, 9, 13]"
639,639,14,"[1, 3, 5, 9, 13]",14,"[1, 4, 6, 10, 13]"
640,640,14,"[1, 4, 5, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
641,641,14,"[2, 4, 6, 10, 12, 13]",14,"[2, 4, 6, 10, 13]"
642,642,14,"[1, 4, 6, 10, 13]",14,"[1, 4, 6, 10, 13]"
643,643,14,"[4, 6, 11, 13]",14,"[4, 6, 11, 13]"
644,644,14,"[4, 6, 9, 13]",14,"[4, 6, 9, 13]"
645,645,14,"[2, 4, 6, 10, 11, 13]",14,"[2, 4, 6, 10, 13]"
646,646,14,"[4, 6, 8, 9, 13]",14,"[4, 6, 9, 13]"
647,647,14,"[2, 4, 6, 10, 13]",14,"[2, 4, 6, 9, 13]"
648,648,14,"[1, 6, 9, 11, 13]",14,"[1, 6, 9, 11, 13]"
649,649,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
650,650,14,"[1, 3, 6, 9, 13]",14,"[1, 3, 6, 9, 13]"
651,651,14,"[3, 5, 7, 9, 11, 13]",14,"[2, 4, 6, 9, 11, 13]"
652,652,14,"[3, 6, 9, 13]",14,"[3, 6, 9, 13]"
653,653,14,"[3, 6, 8, 11, 13]",14,"[3, 6, 8, 11, 13]"
654,654,14,"[1, 2, 6, 9, 13]",14,"[1, 2, 6, 9, 13]"
655,655,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
656,656,14,"[1, 6, 9, 11, 13]",14,"[1, 6, 9, 13]"
657,657,14,"[4, 5, 10, 13]",14,"[4, 6, 11, 13]"
658,658,14,"[4, 6, 9, 13]",14,"[4, 6, 9, 13]"
659,659,14,"[1, 4, 6, 8, 10, 11, 13]",14,"[1, 6, 8, 10, 13]"
660,660,14,"[1, 2, 3, 4, 6, 10, 13]",14,"[1, 2, 6, 11, 13]"
661,661,14,"[2, 3, 4, 6, 9, 11, 13]",14,"[2, 4, 6, 9, 11, 13]"
662,662,14,"[1, 4, 6, 9, 12, 13]",14,"[1, 4, 6, 9, 12, 13]"
663,663,14,"[2, 4, 6, 9, 10, 13]",14,"[2, 4, 6, 10, 13]"
664,664,14,"[3, 6, 11, 13]",14,"[3, 6, 11, 13]"
665,665,14,"[3, 6, 9, 13]",14,"[3, 6, 9, 13]"
666,666,14,"[2, 6, 9, 10, 13]",14,"[2, 6, 9, 13]"
667,667,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
668,668,14,"[3, 6, 9, 12, 13]",14,"[3, 6, 9, 13]"
669,669,14,"[4, 6, 9, 13]",14,"[4, 6, 9, 13]"
670,670,14,"[2, 6, 8, 10, 13]",14,"[2, 6, 8, 10, 13]"
671,671,14,"[2, 4, 6, 9, 11, 13]",14,"[2, 4, 6, 9, 11, 13]"
672,672,14,"[2, 3, 6, 10, 13]",14,"[2, 3, 6, 10, 13]"
673,673,14,"[3, 5, 6, 11, 13]",14,"[3, 5, 6, 11, 13]"
674,674,14,"[1, 4, 6, 10, 13]",14,"[1, 4, 6, 10, 13]"
675,675,14,"[1, 4, 6, 9, 13]",14,"[1, 4, 6, 9, 13]"
676,676,7,"[2, 4, 6]",7,"[2, 4, 6]"
677,677,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
678,678,7,"[3, 6]",7,"[3, 6]"
679,679,7,"[1, 3, 6]",7,"[1, 3, 6]"
680,680,11,"[2, 6, 10]",11,"[2, 6, 10]"
681,681,7,"[1, 6]",7,"[1, 6]"
682,682,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
683,683,7,"[4, 6]",7,"[4, 6]"
684,684,7,"[4, 6]",7,"[4, 6]"
685,685,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
686,686,7,"[2, 6]",7,"[2, 6]"
687,687,11,"[3, 6, 8, 9, 10]",11,"[3, 6, 9, 10]"
688,688,7,"[3, 6]",7,"[3, 6]"
689,689,7,"[3, 6]",7,"[3, 6]"
690,690,11,"[4, 8, 10]",11,"[4, 8, 10]"
691,691,7,"[2, 4, 6]",7,"[2, 4, 6]"
692,692,11,"[3, 6, 8, 10]",11,"[3, 6, 10]"
693,693,7,"[2, 4, 6]",7,"[2, 4, 6]"
694,694,7,"[2, 4, 6]",7,"[2, 4, 6]"
695,695,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
696,696,7,"[1, 2, 6]",7,"[1, 2, 6]"
697,697,11,"[3, 4, 6, 8, 10]",11,"[3, 4, 8, 10]"
698,698,7,"[2, 4, 6]",7,"[2, 4, 6]"
699,699,7,"[2, 4, 6]",7,"[2, 4, 6]"
700,700,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
701,701,7,"[3, 6]",7,"[3, 6]"
702,702,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
703,703,7,"[2, 3, 4, 6]",7,"[2, 3, 4, 6]"
704,704,7,"[2, 4, 6]",7,"[2, 4, 6]"
705,705,11,"[1, 6, 10]",11,"[1, 6, 10]"
706,706,7,"[2, 4, 6]",7,"[2, 4, 6]"
707,707,11,"[2, 3, 6, 7, 10]",11,"[2, 3, 6, 7, 10]"
708,708,7,"[2, 6]",7,"[2, 6]"
709,709,7,"[4, 6]",7,"[4, 6]"
710,710,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
711,711,7,"[1, 3, 6]",7,"[3, 6]"
712,712,11,"[2, 6, 7, 10]",11,"[2, 6, 7, 10]"
